id,light_dens,kelvindist,roaddist,urbanprop,clydedist,X,Y,site
"15684","0",367.2999884000,878.4032096000,0.4521469210,"9900",256131.81100000,671146.39440000,C2
"15685","0",356.7181132000,899.5259791000,0.3869294600,"9925",256156.81100000,671146.39440000,C2
"15686","0",346.1424043000,920.8429701000,0.3285049140,"9925",256181.81100000,671146.39440000,C2
"15687","0",336.4633982000,942.3397462000,0.2707468880,"9925",256206.81100000,671146.39440000,C2
"15688","0",328.4062615000,963.9974615000,0.2214174850,"9950",256231.81100000,671146.39440000,C2
"15689","0",322.0927302000,985.8133770000,0.1706431530,"9950",256256.81100000,671146.39440000,C2
"15690","0",317.6069584000,1007.7772180000,0.1246766680,"9950",256281.81100000,671146.39440000,C2
"15691","0",313.8170781000,1029.8795220000,0.0788381740,"9975",256306.81100000,671146.39440000,C2
"15692","0",310.0271979000,1052.1115620000,0.0398344540,"10000",256331.81100000,671146.39440000,C2
"15693","0",306.2373177000,1074.4652840000,0.0108921160,"10025",256356.81100000,671146.39440000,C2
"15694","0",302.4474374000,1096.9332500000,0.0005173300,"10050",256381.81100000,671146.39440000,C2
"15695","0",298.6575572000,1119.5085820000,0.0000000000,"10075",256406.81100000,671146.39440000,C2
"15696","0",278.8145534000,1142.1849120000,0.0000000000,"10400",256431.81100000,671146.39440000,C2
"15697","0",255.5946193000,1164.9563430000,0.0000000000,"10425",256456.81100000,671146.39440000,C2
"15698","0",232.7437726000,1187.8174060000,0.0000000000,"10425",256481.81100000,671146.39440000,C1
"15699","0",210.3823138000,1210.7630230000,0.0000000000,"10425",256506.81100000,671146.39440000,C1
"15700","0",188.3429888000,1233.7884770000,0.0000000000,"10425",256531.81100000,671146.39440000,C1
"15701","0",166.3041622000,1256.8889230000,0.0000000000,"10425",256556.81100000,671146.39440000,C1
"15702","0",144.2653356000,1280.0180790000,0.0000000000,"10450",256581.81100000,671146.39440000,C1
"15703","0",122.2265089000,1287.5905590000,0.0000000000,"10450",256606.81100000,671146.39440000,C1
"15704","0",100.1876823000,1295.1904320000,0.0000000000,"10450",256631.81100000,671146.39440000,C1
"15705","0",78.7060641900,1303.2256380000,0.0000000000,"10475",256656.81100000,671146.39440000,C1
"15706","0",59.9641459700,1311.6881760000,0.0000000000,"10475",256681.81100000,671146.39440000,C1
"15707","0",47.3999268200,1320.5698320000,0.0000000000,"10475",256706.81100000,671146.39440000,C1
"15708","0",45.9392058500,1329.8622060000,0.0000000000,"10475",256731.81100000,671146.39440000,C1
"15709","0",48.3523722100,1339.5567530000,0.0000000000,"10500",256756.81100000,671146.39440000,C1
"15710","0",50.7655385600,1348.8536870000,0.0000000000,"10525",256781.81100000,671146.39440000,C1
"15711","0",53.1787049200,1326.7923700000,0.0000000000,"10550",256806.81100000,671146.39440000,C1
"15712","0",55.5918712800,1304.8370470000,0.0000000000,"10575",256831.81100000,671146.39440000,C1
"15713","0",58.0050376300,1282.9931580000,0.0000000000,"10600",256856.81100000,671146.39440000,C1
"15714","0",59.6462494200,1261.2664940000,0.0000000000,"10700",256881.81100000,671146.39440000,C1
"15715","0",37.2975161700,1239.6632170000,0.0000000000,"10725",256906.81100000,671146.39440000,C1
"15716","0",14.9487829300,1218.1898940000,0.0000000000,"10725",256931.81100000,671146.39440000,C1
"15717","0",7.3999503170,1196.8535180000,0.0000000000,"10750",256956.81100000,671146.39440000,C1
"15718","0",29.7486835600,1175.6160090000,0.0000000000,"10750",256981.81100000,671146.39440000,C1
"15719","0",52.0974168100,1154.3847220000,0.0000000000,"10750",257006.81100000,671146.39440000,C1
"15720","0",71.1047302400,1133.1535370000,0.0000000000,"10800",257031.81100000,671146.39440000,C1
"15721","0",80.2379090100,1111.9223510000,0.0000000000,"10850",257056.81100000,671146.39440000,C1
"15722","0",89.2594286000,1090.6916640000,0.0000000000,"10875",257081.81100000,671146.39440000,C1
"15723","0",98.2809481900,1067.4466590000,0.0000000000,"10900",257106.81100000,671146.39440000,C1
"15724","0",107.3024677000,1043.6946250000,0.0000000000,"10925",257131.81100000,671146.39440000,C1
"15725","0",116.3239873000,1019.9425910000,0.0000000000,"10950",257156.81100000,671146.39440000,C1
"15726","0",125.3455069000,996.1905575000,0.0000000000,"10975",257181.81100000,671146.39440000,B1
"15727","0",134.3670265000,972.4385236000,0.0000000000,"11000",257206.81100000,671146.39440000,B1
"15728","0",143.3885461000,948.6864898000,0.0000000000,"11000",257231.81100000,671146.39440000,B1
"15729","0",150.9835996000,924.9343960000,0.0000000000,"11075",257256.81100000,671146.39440000,B1
"15730","0",153.6891113000,901.1821122000,0.0000000000,"11100",257281.81100000,671146.39440000,B1
"15731","0",156.3946231000,877.4298283000,0.0000000000,"11125",257306.81100000,671146.39440000,B1
"15732","0",159.1001348000,853.6775445000,0.0000000000,"11150",257331.81100000,671146.39440000,B1
"15733","0",161.8056466000,829.9252607000,0.0000000000,"11175",257356.81100000,671146.39440000,B1
"15734","0",165.1986847000,806.1729769000,0.0000000000,"11175",257381.81100000,671146.39440000,B1
"15735","0",171.9132330000,782.4206931000,0.0000000000,"11175",257406.81100000,671146.39440000,B1
"15736","0",181.8453023000,758.6684092000,0.0000000000,"11200",257431.81100000,671146.39440000,B1
"15737","0",193.9527366000,734.9161254000,0.0000000000,"11200",257456.81100000,671146.39440000,B2
"15738","0",206.2019080000,711.1638416000,0.0000000000,"11225",257481.81100000,671146.39440000,B2
"15739","0",218.4510793000,687.4115578000,0.0000000000,"11250",257506.81100000,671146.39440000,B2
"15740","0",230.7002507000,663.6592740000,0.0000000000,"11275",257531.81100000,671146.39440000,B2
"15741","0",242.9494221000,639.9069902000,0.0000000000,"11275",257556.81100000,671146.39440000,B2
"15742","0",255.3595392000,616.1831537000,0.0000000000,"11300",257581.81100000,671146.39440000,B2
"15743","0",269.2221174000,592.5426601000,0.0000000000,"11300",257606.81100000,671146.39440000,B2
"15744","0",284.6095620000,568.9121942000,0.0000000000,"11300",257631.81100000,671146.39440000,B2
"15745","0",301.2883287000,545.2817284000,0.0000000000,"11300",257656.81100000,671146.39440000,B2
"15746","0",319.0559689000,521.6512625000,0.0000000000,"11300",257681.81100000,671146.39440000,B2
"15747","0",337.7406779000,498.0207966000,0.0000000000,"11300",257706.81100000,671146.39440000,B2
"15748","0",357.1985719000,474.3903308000,0.0000000000,"11300",257731.81100000,671146.39440000,B2
"15749","0",377.3100503000,450.7598649000,0.0000000000,"11300",257756.81100000,671146.39440000,B2
"15750","0",397.9578948000,427.1293990000,0.0015519910,"11300",257781.81100000,671146.39440000,B2
"15751","0",418.7408020000,403.4989332000,0.0119294600,"11325",257806.81100000,671146.39440000,B2
"15752","0",439.5237091000,379.8684673000,0.0289705120,"11325",257831.81100000,671146.39440000,B2
"15753","0",460.3066163000,356.2380014000,0.0508298750,"11350",257856.81100000,671146.39440000,B2
"15754","0",481.0895235000,332.6075355000,0.0719089490,"11350",257881.81100000,671146.39440000,B2
"15755","0",501.8724307000,308.9770697000,0.0964730290,"11375",257906.81100000,671146.39440000,B2
"15863","0",500.9484249000,322.2557861000,1.0000000000,"8600",255331.81100000,671121.39440000,D0
"15864","0",494.6472265000,336.1496219000,1.0000000000,"8600",255356.81100000,671121.39440000,D0
"15865","0",489.5430859000,350.1389093000,0.9994815960,"8600",255381.81100000,671121.39440000,D0
"15866","0",485.6737456000,364.1281968000,0.9917312660,"8600",255406.81100000,671121.39440000,D0
"15867","0",483.0688786000,378.1174842000,0.9792638670,"8600",255431.81100000,671121.39440000,D0
"15868","0",481.7489966000,392.1067716000,0.9633074930,"8600",255456.81100000,671121.39440000,D0
"15869","0",481.7246620000,406.0960591000,0.9471228610,"8600",255481.81100000,671121.39440000,D0
"15870","0",482.9960706000,420.0853465000,0.9328165370,"8625",255506.81100000,671121.39440000,D0
"15871","0",485.2912377000,434.0740895000,0.9237947120,"8625",255531.81100000,671121.39440000,D0
"15872","0",487.6692203000,448.0621217000,0.9116279070,"8650",255556.81100000,671121.39440000,D0
"15873","0",490.0472029000,462.0501538000,0.8963193360,"8675",255581.81100000,671121.39440000,D0
"15874","0",492.4251854000,476.0381859000,0.8811369500,"8700",255606.81100000,671121.39440000,D0
"15875","0",494.8031680000,490.0262180000,0.8652151370,"8725",255631.81100000,671121.39440000,D0
"15876","0",497.1811506000,504.4268161000,0.8465116270,"8750",255656.81100000,671121.39440000,D0
"15877","0",499.5591332000,519.6316262000,0.8361845510,"8775",255681.81100000,671121.39440000,D0
"15878","0",501.9371158000,535.5722556000,0.8227390180,"8800",255706.81100000,671121.39440000,D0
"15879","0",504.3150983000,552.1849827000,0.8149300150,"8825",255731.81100000,671121.39440000,D0
"15880","0",506.6930809000,569.3885655000,0.8062015500,"8850",255756.81100000,671121.39440000,D0
"15885","0",498.2308176000,662.8383085000,0.7890098490,"9875",255881.81100000,671121.39440000,D0
"15886","0",479.2520233000,682.3914695000,0.7860465110,"9875",255906.81100000,671121.39440000,D0
"15887","0",460.8481921000,701.9446305000,0.7734577500,"9875",255931.81100000,671121.39440000,D0
"15888","0",443.0909730000,721.4977914000,0.7493540050,"9875",255956.81100000,671121.39440000,D0
"15889","0",426.0612217000,741.1917012000,0.7252462410,"9875",255981.81100000,671121.39440000,D0
"15890","0",409.8496296000,761.1963783000,0.6940568470,"9875",256006.81100000,671121.39440000,D0
"15891","0",394.5570595000,781.4887810000,0.6500777600,"9875",256031.81100000,671121.39440000,C2
"15892","0",380.2943958000,802.0470705000,0.5989664080,"9875",256056.81100000,671121.39440000,C2
"15893","0",367.1816740000,822.8513181000,0.5489891130,"9875",256081.81100000,671121.39440000,C2
"15894","0",355.3462199000,843.8833333000,0.4950904390,"9875",256106.81100000,671121.39440000,C2
"15895","0",344.6499571000,865.1265044000,0.4396060130,"9875",256131.81100000,671121.39440000,C2
"15896","0",334.0680819000,886.5656530000,0.3855297150,"9900",256156.81100000,671121.39440000,C2
"15897","0",323.4862067000,908.1786796000,0.3317781230,"9925",256181.81100000,671121.39440000,C2
"15898","0",313.2234000000,929.9599037000,0.2795865630,"9925",256206.81100000,671121.39440000,C2
"15899","0",304.5520523000,951.8993282000,0.2255054430,"9950",256231.81100000,671121.39440000,C2
"15900","0",297.7331135000,973.9862625000,0.1757105940,"9950",256256.81100000,671121.39440000,C2
"15901","0",292.8959903000,996.2108953000,0.1264904090,"9950",256281.81100000,671121.39440000,C2
"15902","0",289.1060116000,1018.5642130000,0.0816537460,"9975",256306.81100000,671121.39440000,C2
"15903","0",285.3161314000,1041.0379260000,0.0425090720,"10000",256331.81100000,671121.39440000,C2
"15904","0",281.5262512000,1063.6244040000,0.0113695090,"10025",256356.81100000,671121.39440000,C2
"15905","0",277.7363709000,1086.3166120000,0.0000000000,"10050",256381.81100000,671121.39440000,C2
"15906","0",273.9464907000,1109.1080600000,0.0000000000,"10075",256406.81100000,671121.39440000,C2
"15907","0",270.1566105000,1131.9927550000,0.0000000000,"10100",256431.81100000,671121.39440000,C2
"15908","0",246.9977518000,1154.9651540000,0.0000000000,"10400",256456.81100000,671121.39440000,C2
"15909","0",223.2687701000,1178.0201250000,0.0000000000,"10400",256481.81100000,671121.39440000,C1
"15910","0",199.8499386000,1201.1415570000,0.0000000000,"10400",256506.81100000,671121.39440000,C1
"15911","0",176.8645024000,1224.2707130000,0.0000000000,"10425",256531.81100000,671121.39440000,C1
"15912","0",154.5020386000,1247.3998690000,0.0000000000,"10425",256556.81100000,671121.39440000,C1
"15913","0",132.4632120000,1270.5290240000,0.0000000000,"10425",256581.81100000,671121.39440000,C1
"15914","0",110.4243854000,1293.6581800000,0.0000000000,"10425",256606.81100000,671121.39440000,C1
"15915","0",88.3855587800,1316.7873360000,0.0000000000,"10450",256631.81100000,671121.39440000,C1
"15916","0",66.3467321600,1326.8507330000,0.0000000000,"10450",256656.81100000,671121.39440000,C1
"15917","0",44.3079055400,1335.1635390000,0.0000000000,"10475",256681.81100000,671121.39440000,C1
"15918","0",24.7998598400,1343.8900560000,0.0000000000,"10475",256706.81100000,671121.39440000,C1
"15919","0",21.0559458500,1353.0222800000,0.0000000000,"10475",256731.81100000,671121.39440000,C1
"15920","0",23.4691122100,1362.5520540000,0.0000000000,"10500",256756.81100000,671121.39440000,C1
"15921","0",25.8822785700,1360.6967230000,0.0000000000,"10525",256781.81100000,671121.39440000,C1
"15922","0",28.2954449200,1338.8305710000,0.0000000000,"10550",256806.81100000,671121.39440000,C1
"15923","0",30.7086112800,1317.0759360000,0.0000000000,"10575",256831.81100000,671121.39440000,C1
"15924","0",33.1217776400,1295.4384380000,0.0000000000,"10600",256856.81100000,671121.39440000,C1
"15925","0",35.5349439900,1273.9240450000,0.0000000000,"10625",256881.81100000,671121.39440000,C1
"15926","0",26.0933150700,1252.5391000000,0.0000000000,"10700",256906.81100000,671121.39440000,C1
"15927","0",3.7445818320,1231.2794050000,0.0000000000,"10700",256931.81100000,671121.39440000,C1
"15928","0",18.6041514100,1210.0469710000,0.0000000000,"10725",256956.81100000,671121.39440000,C1
"15929","0",40.9528846600,1188.8157850000,0.0000000000,"10725",256981.81100000,671121.39440000,C1
"15930","0",63.3016179000,1167.5845990000,0.0000000000,"10750",257006.81100000,671121.39440000,C1
"15931","0",85.6503511500,1146.3534130000,0.0000000000,"10750",257031.81100000,671121.39440000,C1
"15932","0",103.5534013000,1122.7507830000,0.0000000000,"10850",257056.81100000,671121.39440000,C1
"15933","0",112.5749209000,1098.9987490000,0.0000000000,"10850",257081.81100000,671121.39440000,C1
"15934","0",121.5964405000,1075.2467150000,0.0000000000,"10875",257106.81100000,671121.39440000,C1
"15935","0",130.6179601000,1051.4946820000,0.0000000000,"10900",257131.81100000,671121.39440000,C1
"15936","0",139.6394797000,1027.7426480000,0.0005167950,"10925",257156.81100000,671121.39440000,C1
"15937","0",148.6609993000,1003.9905430000,0.0010368060,"10950",257181.81100000,671121.39440000,B1
"15938","0",157.6825189000,980.2382593000,0.0015503870,"10975",257206.81100000,671121.39440000,B1
"15939","0",166.7040385000,956.4859755000,0.0025920160,"11000",257231.81100000,671121.39440000,B1
"15940","0",175.7255581000,932.7336917000,0.0036175710,"11025",257256.81100000,671121.39440000,B1
"15941","0",178.5422843000,908.9814079000,0.0025920160,"11100",257281.81100000,671121.39440000,B1
"15942","0",181.2477960000,885.2291240000,0.0020671830,"11125",257306.81100000,671121.39440000,B1
"15943","0",183.9533078000,861.4768402000,0.0010368060,"11150",257331.81100000,671121.39440000,B1
"15944","0",186.6588196000,837.7245564000,0.0000000000,"11175",257356.81100000,671121.39440000,B1
"15945","0",189.7666605000,813.9722726000,0.0000000000,"11175",257381.81100000,671121.39440000,B1
"15946","0",195.6398213000,790.2199888000,0.0000000000,"11175",257406.81100000,671121.39440000,B1
"15947","0",204.4223421000,766.4677049000,0.0000000000,"11200",257431.81100000,671121.39440000,B2
"15948","0",215.7462632000,742.7154211000,0.0000000000,"11200",257456.81100000,671121.39440000,B2
"15949","0",227.9954346000,718.9631373000,0.0000000000,"11200",257481.81100000,671121.39440000,B2
"15950","0",240.2446059000,695.2391922000,0.0000000000,"11225",257506.81100000,671121.39440000,B2
"15951","0",252.4937773000,671.5950064000,0.0000000000,"11250",257531.81100000,671121.39440000,B2
"15952","0",264.7429487000,647.9645405000,0.0000000000,"11275",257556.81100000,671121.39440000,B2
"15953","0",276.9921200000,624.3340746000,0.0000000000,"11275",257581.81100000,671121.39440000,B2
"15954","0",289.8393149000,600.7036088000,0.0000000000,"11300",257606.81100000,671121.39440000,B2
"15955","0",304.1856057000,577.0731429000,0.0000000000,"11300",257631.81100000,671121.39440000,B2
"15956","0",319.8451766000,553.4426770000,0.0000000000,"11300",257656.81100000,671121.39440000,B2
"15957","0",336.6348040000,529.8122112000,0.0000000000,"11300",257681.81100000,671121.39440000,B2
"15958","0",354.3939129000,506.1817453000,0.0000000000,"11300",257706.81100000,671121.39440000,B2
"15959","0",372.9840476000,482.5512794000,0.0000000000,"11300",257731.81100000,671121.39440000,B2
"15960","0",392.2870812000,458.9208135000,0.0000000000,"11300",257756.81100000,671121.39440000,B2
"15961","0",412.2028727000,435.2903477000,0.0000000000,"11300",257781.81100000,671121.39440000,B2
"15962","0",432.6468104000,411.6598818000,0.0108527130,"11300",257806.81100000,671121.39440000,B2
"15963","0",453.4186999000,388.0294159000,0.0285121820,"11300",257831.81100000,671121.39440000,B2
"15964","0",474.2016071000,364.3989501000,0.0501291990,"11325",257856.81100000,671121.39440000,B2
"15965","0",494.9845143000,340.7683525000,0.0720580610,"11325",257881.81100000,671121.39440000,B2
"16071","0",503.8014903000,260.2985280000,0.9885892110,"8600",255256.81100000,671096.39440000,D2
"16072","0",493.7534768000,273.9752083000,0.9917227100,"8600",255281.81100000,671096.39440000,D2
"16073","0",484.7876341000,287.6518887000,0.9968879660,"8600",255306.81100000,671096.39440000,D2
"16074","0",476.9649929000,301.4407824000,0.9994826690,"8600",255331.81100000,671096.39440000,D0
"16075","0",470.3425971000,315.4300698000,1.0000000000,"8600",255356.81100000,671096.39440000,D0
"16076","0",464.9717335000,329.4193573000,1.0000000000,"8600",255381.81100000,671096.39440000,D0
"16077","0",460.8961566000,343.4086447000,0.9942946050,"8600",255406.81100000,671096.39440000,D0
"16078","0",458.1504354000,357.3979322000,0.9844800820,"8600",255431.81100000,671096.39440000,D0
"16079","0",456.7585530000,371.3872196000,0.9699170120,"8600",255456.81100000,671096.39440000,D0
"16080","0",456.7328869000,385.3765070000,0.9534402480,"8600",255481.81100000,671096.39440000,D0
"16081","0",458.0736668000,399.3656579000,0.9377593360,"8625",255506.81100000,671096.39440000,D0
"16082","0",460.4045907000,413.3536900000,0.9218830830,"8625",255531.81100000,671096.39440000,D0
"16083","0",462.7825733000,427.3417221000,0.9050829870,"8650",255556.81100000,671096.39440000,D0
"16084","0",465.1605559000,441.3297542000,0.8867046040,"8675",255581.81100000,671096.39440000,D0
"16085","0",467.5385385000,455.3177863000,0.8630705390,"8700",255606.81100000,671096.39440000,D0
"16086","0",469.9165210000,469.5047185000,0.8411795130,"8725",255631.81100000,671096.39440000,D0
"16087","0",472.2945036000,484.5155258000,0.8205394190,"8750",255656.81100000,671096.39440000,D0
"16088","0",474.6724862000,500.3258027000,0.8023797200,"8775",255681.81100000,671096.39440000,D0
"16089","0",477.0504688000,516.8621895000,0.7899377590,"8800",255706.81100000,671096.39440000,D0
"16090","0",479.4284514000,534.0353173000,0.7785825140,"8825",255731.81100000,671096.39440000,D0
"16091","0",481.8064339000,551.8029617000,0.7702282150,"8850",255756.81100000,671096.39440000,D0
"16092","0",484.4063704000,570.1134071000,0.7620279350,"8850",255781.81100000,671096.39440000,D0
"16093","0",488.1670677000,588.9160258000,0.7572614100,"8850",255806.81100000,671096.39440000,D0
"16094","0",493.1679635000,608.1651699000,0.7527159850,"8850",255831.81100000,671096.39440000,D0
"16095","0",499.3717998000,627.7071536000,0.7525933610,"8850",255856.81100000,671096.39440000,D0
"16096","0",482.6569461000,647.2603145000,0.7527159850,"9875",255881.81100000,671096.39440000,D0
"16097","0",463.0402594000,666.8134755000,0.7536307050,"9875",255906.81100000,671096.39440000,D0
"16098","0",443.9649042000,686.3725162000,0.7413347120,"9875",255931.81100000,671096.39440000,D0
"16099","0",425.5036902000,706.1600522000,0.7256224060,"9875",255956.81100000,671096.39440000,D0
"16100","0",407.7400454000,726.2691015000,0.6983962750,"9875",255981.81100000,671096.39440000,D0
"16101","0",390.7691120000,746.6736880000,0.6644190870,"9875",256006.81100000,671096.39440000,D0
"16102","0",374.6986165000,767.3502360000,0.6171753750,"9875",256031.81100000,671096.39440000,D0
"16103","0",359.6492839000,788.2773454000,0.5700207460,"9875",256056.81100000,671096.39440000,C2
"16104","0",345.7544818000,809.4355822000,0.5230212100,"9875",256081.81100000,671096.39440000,C2
"16105","0",333.1586949000,830.8072882000,0.4761410780,"9875",256106.81100000,671096.39440000,C2
"16106","0",321.9999258000,852.3707658000,0.4288670460,"9875",256131.81100000,671096.39440000,C2
"16107","0",311.4180506000,874.1125962000,0.3807053940,"9900",256156.81100000,671096.39440000,C2
"16108","0",300.8361754000,896.0244078000,0.3326435590,"9925",256181.81100000,671096.39440000,C2
"16109","0",290.2760381000,918.0940299000,0.2795643150,"9925",256206.81100000,671096.39440000,C2
"16110","0",280.8971922000,940.3103510000,0.2302121050,"9950",256231.81100000,671096.39440000,C2
"16111","0",273.4890982000,962.6632146000,0.1773858920,"9950",256256.81100000,671096.39440000,C2
"16112","0",268.2151023000,985.1433262000,0.1293326430,"9950",256281.81100000,671096.39440000,C2
"16113","0",264.3949451000,1007.7421700000,0.0835062240,"9950",256306.81100000,671096.39440000,C2
"16114","0",260.6050649000,1030.4519340000,0.0419037760,"9975",256331.81100000,671096.39440000,C2
"16115","0",256.8151847000,1053.2654450000,0.0114107880,"10000",256356.81100000,671096.39440000,C2
"16116","0",253.0253044000,1076.1761040000,0.0010346610,"10025",256381.81100000,671096.39440000,C2
"16117","0",249.2354242000,1099.1778360000,0.0000000000,"10050",256406.81100000,671096.39440000,C2
"16118","0",245.4455440000,1122.2650410000,0.0000000000,"10075",256431.81100000,671096.39440000,C2
"16119","0",240.5020018000,1145.3941910000,0.0000000000,"10400",256456.81100000,671096.39440000,C2
"16120","0",216.2506885000,1168.5233470000,0.0000000000,"10400",256481.81100000,671096.39440000,C1
"16121","0",192.0137441000,1191.6525030000,0.0000000000,"10400",256506.81100000,671096.39440000,C1
"16122","0",167.9593171000,1214.7816590000,0.0000000000,"10400",256531.81100000,671096.39440000,C1
"16123","0",144.2268576000,1237.9108140000,0.0000000000,"10400",256556.81100000,671096.39440000,C1
"16124","0",121.0059532000,1261.0399700000,0.0000000000,"10425",256581.81100000,671096.39440000,C1
"16125","0",98.6222618100,1284.1691260000,0.0000000000,"10425",256606.81100000,671096.39440000,C1
"16126","0",76.5834351900,1305.0496420000,0.0000000000,"10425",256631.81100000,671096.39440000,C1
"16127","0",54.5446085700,1324.6249350000,0.0000000000,"10450",256656.81100000,671096.39440000,C1
"16128","0",32.5057819500,1344.3801060000,0.0000000000,"10450",256681.81100000,671096.39440000,C1
"16129","0",10.4669553300,1364.3073400000,0.0000000000,"10450",256706.81100000,671096.39440000,C1
"16130","0",3.8273141410,1376.2467420000,0.0000000000,"10475",256731.81100000,671096.39440000,C1
"16131","0",1.4141477840,1385.6167950000,0.0000000000,"10500",256756.81100000,671096.39440000,C1
"16132","0",0.9990185720,1372.8928860000,0.0000000000,"10525",256781.81100000,671096.39440000,C1
"16133","0",3.4121849290,1351.2241120000,0.0000000000,"10550",256806.81100000,671096.39440000,C1
"16134","0",5.8253512850,1329.6722630000,0.0000000000,"10575",256831.81100000,671096.39440000,C1
"16135","0",8.2385176420,1308.2431160000,0.0000000000,"10600",256856.81100000,671096.39440000,C1
"16136","0",10.6516839900,1286.9428020000,0.0000000000,"10625",256881.81100000,671096.39440000,C1
"16137","0",6.8615495630,1265.7092190000,0.0000000000,"10675",256906.81100000,671096.39440000,C1
"16138","0",7.5291240150,1244.4780340000,0.0000000000,"10675",256931.81100000,671096.39440000,C1
"16139","0",29.8083525100,1223.2468480000,0.0000000000,"10700",256956.81100000,671096.39440000,C1
"16140","0",52.1570857600,1201.8069420000,0.0000000000,"10700",256981.81100000,671096.39440000,C1
"16141","0",74.5058190000,1178.0549080000,0.0000000000,"10725",257006.81100000,671096.39440000,C1
"16142","0",96.8545522500,1154.3028740000,0.0000000000,"10725",257031.81100000,671096.39440000,C1
"16143","0",119.2032855000,1130.5508400000,0.0000000000,"10750",257056.81100000,671096.39440000,C1
"16144","0",135.8904133000,1106.7988060000,0.0000000000,"10850",257081.81100000,671096.39440000,C1
"16145","0",144.9119329000,1083.0466900000,0.0010373440,"10875",257106.81100000,671096.39440000,C1
"16146","0",153.9334525000,1059.2944060000,0.0031039830,"10900",257131.81100000,671096.39440000,C1
"16147","0",162.9549721000,1035.5421220000,0.0077800830,"10925",257156.81100000,671096.39440000,C1
"16148","0",171.9764917000,1011.7898380000,0.0108639420,"10950",257181.81100000,671096.39440000,B1
"16149","0",180.9980112000,988.0375550000,0.0134854770,"10975",257206.81100000,671096.39440000,B1
"16150","0",190.0195308000,964.2852712000,0.0150025860,"11000",257231.81100000,671096.39440000,B1
"16151","0",199.0410504000,940.5329874000,0.0155601660,"11025",257256.81100000,671096.39440000,B1
"16152","0",203.3954572000,916.7807036000,0.0139679250,"11100",257281.81100000,671096.39440000,B1
"16153","0",206.1009690000,893.0284197000,0.0114107880,"11125",257306.81100000,671096.39440000,B1
"16154","0",208.8064808000,869.2761359000,0.0087946190,"11150",257331.81100000,671096.39440000,B1
"16155","0",211.5119925000,845.5238521000,0.0051867220,"11175",257356.81100000,671096.39440000,B1
"16156","0",214.4345247000,821.7715683000,0.0020693220,"11175",257381.81100000,671096.39440000,B1
"16157","0",219.6490830000,798.0192845000,0.0000000000,"11175",257406.81100000,671096.39440000,B2
"16158","0",227.5066459000,774.2954151000,0.0000000000,"11175",257431.81100000,671096.39440000,B2
"16159","0",237.7453011000,750.6473526000,0.0000000000,"11200",257456.81100000,671096.39440000,B2
"16160","0",249.7889612000,727.0168868000,0.0000000000,"11200",257481.81100000,671096.39440000,B2
"16161","0",262.0381325000,703.3864209000,0.0000000000,"11225",257506.81100000,671096.39440000,B2
"16162","0",274.2873039000,679.7559550000,0.0000000000,"11250",257531.81100000,671096.39440000,B2
"16163","0",286.5364752000,656.1254891000,0.0000000000,"11250",257556.81100000,671096.39440000,B2
"16164","0",298.7856466000,632.4950233000,0.0000000000,"11275",257581.81100000,671096.39440000,B2
"16165","0",311.0998368000,608.8645574000,0.0000000000,"11300",257606.81100000,671096.39440000,B2
"16166","0",324.5075696000,585.2340915000,0.0000000000,"11300",257631.81100000,671096.39440000,B2
"16167","0",339.2303303000,561.6036257000,0.0000000000,"11300",257656.81100000,671096.39440000,B2
"16168","0",355.1045920000,537.9731598000,0.0000000000,"11300",257681.81100000,671096.39440000,B2
"16169","0",371.9829640000,514.3426939000,0.0000000000,"11300",257706.81100000,671096.39440000,B2
"16170","0",389.7350122000,490.7122281000,0.0000000000,"11300",257731.81100000,671096.39440000,B2
"16171","0",408.2467808000,467.0817622000,0.0000000000,"11300",257756.81100000,671096.39440000,B2
"16172","0",427.4195694000,443.4512963000,0.0000000000,"11300",257781.81100000,671096.39440000,B2
"16173","0",447.1683604000,419.8207677000,0.0088174270,"11300",257806.81100000,671096.39440000,B2
"16174","0",467.4201502000,396.1896394000,0.0263838590,"11300",257831.81100000,671096.39440000,B2
"16175","0",488.0965979000,372.5585111000,0.0471991700,"11300",257856.81100000,671096.39440000,B2
"16176","0",508.8795051000,348.9273828000,0.0698396270,"11325",257881.81100000,671096.39440000,B2
"16280","0",502.8879459000,212.0169673000,0.9777777770,"8550",255206.81100000,671071.39440000,D2
"16281","0",492.0612090000,225.6946305000,0.9777086570,"8575",255231.81100000,671071.39440000,D2
"16282","0",481.2344722000,239.3713109000,0.9762273900,"8600",255256.81100000,671071.39440000,D2
"16283","0",470.7321700000,253.0479913000,0.9766718500,"8600",255281.81100000,671071.39440000,D2
"16284","0",461.3191196000,266.7363684000,0.9793281650,"8600",255306.81100000,671071.39440000,D2
"16285","0",453.0914746000,280.7212303000,0.9896319330,"8600",255331.81100000,671071.39440000,D2
"16286","0",446.1148268000,294.7105178000,0.9963824280,"8600",255356.81100000,671071.39440000,D0
"16287","0",440.4486269000,308.6998052000,0.9979263860,"8600",255381.81100000,671071.39440000,D0
"16288","0",436.1439524000,322.6890927000,0.9963824280,"8600",255406.81100000,671071.39440000,D0
"16289","0",433.2413893000,336.6783801000,0.9880767230,"8600",255431.81100000,671071.39440000,D0
"16290","0",431.7692158000,350.6676676000,0.9757105940,"8600",255456.81100000,671071.39440000,D0
