"","file","BIO","ACI","NDSI","name","site","datetime","time"
"1","20230729_000001.WAV",0.105131342384291,25.1421159648951,0.392825437298609,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_000001.WAV","G1",2023-07-29 00:00:01,"00:00:01"
"2","20230729_001000.WAV",0.163151128100977,25.3021558946857,0.0906285833255415,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_001000.WAV","G1",2023-07-29 00:10:00,"00:10:00"
"3","20230729_002000.WAV",0.127771580364859,25.2905701850863,0.401311068928934,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_002000.WAV","G1",2023-07-29 00:20:00,"00:20:00"
"4","20230729_003000.WAV",0.163159071278952,25.225121929784,0.296591513919255,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_003000.WAV","G1",2023-07-29 00:30:00,"00:30:00"
"5","20230729_004000.WAV",0.172184872068528,25.2149585929319,0.169203547738943,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_004000.WAV","G1",2023-07-29 00:40:00,"00:40:00"
"6","20230729_005000.WAV",0.165527425580736,25.415155126761,0.480463688832189,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_005000.WAV","G1",2023-07-29 00:50:00,"00:50:00"
"7","20230729_010000.WAV",0.222138969660742,25.2534926118721,0.37314427516541,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_010000.WAV","G1",2023-07-29 01:00:00,"01:00:00"
"8","20230729_011000.WAV",0.166469142853669,25.252116038699,0.422932903080508,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_011000.WAV","G1",2023-07-29 01:10:00,"01:10:00"
"9","20230729_012000.WAV",0.188832646171374,25.3431051227468,0.42596163131352,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_012000.WAV","G1",2023-07-29 01:20:00,"01:20:00"
"10","20230729_013000.WAV",0.179362113881852,25.1902684190795,0.4331855556272,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_013000.WAV","G1",2023-07-29 01:30:00,"01:30:00"
"11","20230729_014000.WAV",0.170775156059441,25.3005132629345,0.27984799947415,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_014000.WAV","G1",2023-07-29 01:40:00,"01:40:00"
"12","20230729_015000.WAV",0.124935248629707,25.2433717455618,0.482794406884255,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_015000.WAV","G1",2023-07-29 01:50:00,"01:50:00"
"13","20230729_020000.WAV",0.28818450400353,25.3366444877225,0.717994326027851,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_020000.WAV","G1",2023-07-29 02:00:00,"02:00:00"
"14","20230729_021000.WAV",0.447421363182256,25.6196492839211,0.235305397079486,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_021000.WAV","G1",2023-07-29 02:10:00,"02:10:00"
"15","20230729_022000.WAV",0.158970048787729,25.2337090903463,0.276642696244319,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_022000.WAV","G1",2023-07-29 02:20:00,"02:20:00"
"16","20230729_023000.WAV",0.169070037940785,25.2206657516135,0.184953958000369,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_023000.WAV","G1",2023-07-29 02:30:00,"02:30:00"
"17","20230729_024000.WAV",0.163003530981649,25.201589579716,0.319963485073151,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_024000.WAV","G1",2023-07-29 02:40:00,"02:40:00"
"18","20230729_025000.WAV",0.350159697317606,25.1908351231494,-0.251012956484922,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_025000.WAV","G1",2023-07-29 02:50:00,"02:50:00"
"19","20230729_030000.WAV",0.267345749743332,25.143354636886,0.183840023419938,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_030000.WAV","G1",2023-07-29 03:00:00,"03:00:00"
"20","20230729_031000.WAV",0.155312620870762,25.5289465333214,0.352667907341873,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_031000.WAV","G1",2023-07-29 03:10:00,"03:10:00"
"21","20230729_032000.WAV",0.281379835569995,25.2548649488079,-0.142876394864712,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_032000.WAV","G1",2023-07-29 03:20:00,"03:20:00"
"22","20230729_033000.WAV",0.667398467470617,24.6316150683994,-0.464172754128859,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_033000.WAV","G1",2023-07-29 03:30:00,"03:30:00"
"23","20230729_034000.WAV",0.206203293591268,25.2468474282592,-0.0244204399663394,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_034000.WAV","G1",2023-07-29 03:40:00,"03:40:00"
"24","20230729_035000.WAV",0.384103394510622,25.4457276113421,-0.169246616281879,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_035000.WAV","G1",2023-07-29 03:50:00,"03:50:00"
"25","20230729_040000.WAV",0.186619142043845,25.2759057615531,0.205391342180835,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_040000.WAV","G1",2023-07-29 04:00:00,"04:00:00"
"26","20230729_041000.WAV",0.390445846358563,25.3758681783295,0.0627074165593318,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_041000.WAV","G1",2023-07-29 04:10:00,"04:10:00"
"27","20230729_042000.WAV",0.411626016931448,25.2923317016976,-0.087696767343849,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_042000.WAV","G1",2023-07-29 04:20:00,"04:20:00"
"28","20230729_043000.WAV",0.440431735371637,25.1922200100957,0.313079402080858,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_043000.WAV","G1",2023-07-29 04:30:00,"04:30:00"
"29","20230729_044000.WAV",0.591891986425768,25.2436172157971,0.557390578878036,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_044000.WAV","G1",2023-07-29 04:40:00,"04:40:00"
"30","20230729_045000.WAV",0.41755582092336,25.3166615786359,0.501279171538404,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_045000.WAV","G1",2023-07-29 04:50:00,"04:50:00"
"31","20230729_050000.WAV",0.422535224821347,25.2671369091373,0.155863077724238,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_050000.WAV","G1",2023-07-29 05:00:00,"05:00:00"
"32","20230729_051000.WAV",0.509928372257751,25.3088924698893,0.627037292228865,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_051000.WAV","G1",2023-07-29 05:10:00,"05:10:00"
"33","20230729_052000.WAV",0.25163501659212,25.2708209256079,-0.047824047061107,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_052000.WAV","G1",2023-07-29 05:20:00,"05:20:00"
"34","20230729_053000.WAV",0.185457729312735,25.4949118381016,0.201105459796603,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_053000.WAV","G1",2023-07-29 05:30:00,"05:30:00"
"35","20230729_054000.WAV",0.268131289896263,25.1290907358521,0.145579649718739,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_054000.WAV","G1",2023-07-29 05:40:00,"05:40:00"
"36","20230729_055000.WAV",0.385407692193279,25.2518014088278,-0.0517168317154608,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_055000.WAV","G1",2023-07-29 05:50:00,"05:50:00"
"37","20230729_060000.WAV",0.69937448367639,25.3381651109221,0.398345881389944,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_060000.WAV","G1",2023-07-29 06:00:00,"06:00:00"
"38","20230729_061000.WAV",0.176133456965859,25.2547825976919,0.200445734553145,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_061000.WAV","G1",2023-07-29 06:10:00,"06:10:00"
"39","20230729_062000.WAV",0.251734857919488,25.1552774763082,0.501446321142522,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_062000.WAV","G1",2023-07-29 06:20:00,"06:20:00"
"40","20230729_063000.WAV",0.490716172341742,25.2083335444552,0.43892154294581,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_063000.WAV","G1",2023-07-29 06:30:00,"06:30:00"
"41","20230729_064000.WAV",0.244873591870346,25.2711888449383,0.498016801114397,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_064000.WAV","G1",2023-07-29 06:40:00,"06:40:00"
"42","20230729_065000.WAV",0.44485388061916,25.3169932977712,0.0960370535373661,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_065000.WAV","G1",2023-07-29 06:50:00,"06:50:00"
"43","20230729_070000.WAV",0.486655458945994,25.2354315841805,0.029641242031898,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_070000.WAV","G1",2023-07-29 07:00:00,"07:00:00"
"44","20230729_071000.WAV",0.948372019780469,25.0982426193936,0.548761369694975,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_071000.WAV","G1",2023-07-29 07:10:00,"07:10:00"
"45","20230729_072000.WAV",0.277179740798824,25.2364793228004,0.495702391211387,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_072000.WAV","G1",2023-07-29 07:20:00,"07:20:00"
"46","20230729_073000.WAV",0.575889971553192,25.1726283618559,0.0597271304727166,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_073000.WAV","G1",2023-07-29 07:30:00,"07:30:00"
"47","20230729_074000.WAV",0.311380652698179,25.2524263410471,0.067986850642537,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_074000.WAV","G1",2023-07-29 07:40:00,"07:40:00"
"48","20230729_075000.WAV",1.03840745130465,25.0084847939833,-0.0958879810575744,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_075000.WAV","G1",2023-07-29 07:50:00,"07:50:00"
"49","20230729_080000.WAV",0.619160528994424,25.1766496627606,0.142022783361209,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_080000.WAV","G1",2023-07-29 08:00:00,"08:00:00"
"50","20230729_081000.WAV",0.145810166178852,25.2712055713312,0.587239875181225,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_081000.WAV","G1",2023-07-29 08:10:00,"08:10:00"
"51","20230729_082000.WAV",0.94983633490646,25.2564511493193,0.188812026663629,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_082000.WAV","G1",2023-07-29 08:20:00,"08:20:00"
"52","20230729_083000.WAV",0.468528322075657,25.2554501526559,0.0202048291813777,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_083000.WAV","G1",2023-07-29 08:30:00,"08:30:00"
"53","20230729_084000.WAV",0.730600175342469,25.2827295190017,0.293226562637135,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_084000.WAV","G1",2023-07-29 08:40:00,"08:40:00"
"54","20230729_085000.WAV",0.236491724940452,25.3169630593459,-0.24032329612705,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_085000.WAV","G1",2023-07-29 08:50:00,"08:50:00"
"55","20230729_090000.WAV",0.522331803284673,25.2068979896358,0.118872514794945,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_090000.WAV","G1",2023-07-29 09:00:00,"09:00:00"
"56","20230729_091000.WAV",0.444163464555811,25.160128074017,0.19428740013773,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_091000.WAV","G1",2023-07-29 09:10:00,"09:10:00"
"57","20230729_092000.WAV",0.404240740000879,25.2921312498066,0.18834512953636,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_092000.WAV","G1",2023-07-29 09:20:00,"09:20:00"
"58","20230729_093000.WAV",0.506517873011699,25.2169770424994,0.204378777617424,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_093000.WAV","G1",2023-07-29 09:30:00,"09:30:00"
"59","20230729_094000.WAV",0.408643978727212,25.2881142457982,0.111737485155879,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_094000.WAV","G1",2023-07-29 09:40:00,"09:40:00"
"60","20230729_095000.WAV",0.363478493950744,25.3904135232702,-0.217075763203867,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_095000.WAV","G1",2023-07-29 09:50:00,"09:50:00"
"61","20230729_100000.WAV",0.447632468711893,25.3370572045276,0.651045727409586,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_100000.WAV","G1",2023-07-29 10:00:00,"10:00:00"
"62","20230729_101000.WAV",0.234386996024971,25.2479466769564,0.491535923410454,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_101000.WAV","G1",2023-07-29 10:10:00,"10:10:00"
"63","20230729_102000.WAV",0.200972003711635,25.1908230287632,0.63345775526747,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_102000.WAV","G1",2023-07-29 10:20:00,"10:20:00"
"64","20230729_103000.WAV",0.222305844474784,25.1997893220869,0.350938264556628,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_103000.WAV","G1",2023-07-29 10:30:00,"10:30:00"
"65","20230729_104000.WAV",0.433410606235724,25.3188185529485,-0.12123032607063,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_104000.WAV","G1",2023-07-29 10:40:00,"10:40:00"
"66","20230729_105000.WAV",0.468097237746057,25.1868914224555,-0.184034928545599,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_105000.WAV","G1",2023-07-29 10:50:00,"10:50:00"
"67","20230729_110000.WAV",0.895726319559254,25.2601430581078,-0.184721706295704,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_110000.WAV","G1",2023-07-29 11:00:00,"11:00:00"
"68","20230729_111000.WAV",0.255231502630096,25.2237366117935,0.3177835232721,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_111000.WAV","G1",2023-07-29 11:10:00,"11:10:00"
"69","20230729_112000.WAV",0.2824240288521,25.1412259996493,0.411487843932896,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_112000.WAV","G1",2023-07-29 11:20:00,"11:20:00"
"70","20230729_113000.WAV",0.245816397819773,25.1706939554221,0.378662669125324,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_113000.WAV","G1",2023-07-29 11:30:00,"11:30:00"
"71","20230729_114000.WAV",0.230399006017843,25.2472533083023,0.618044387407671,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_114000.WAV","G1",2023-07-29 11:40:00,"11:40:00"
"72","20230729_115000.WAV",0.229161506233179,25.2994909885125,0.447368006331094,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_115000.WAV","G1",2023-07-29 11:50:00,"11:50:00"
"73","20230729_120000.WAV",0.256701381815769,25.4515245797863,0.33359619631879,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_120000.WAV","G1",2023-07-29 12:00:00,"12:00:00"
"74","20230729_121000.WAV",0.227999842280076,25.205237960918,0.53585611633875,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_121000.WAV","G1",2023-07-29 12:10:00,"12:10:00"
"75","20230729_122000.WAV",0.221522991567468,25.2935403379707,0.578367905557813,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_122000.WAV","G1",2023-07-29 12:20:00,"12:20:00"
"76","20230729_123000.WAV",0.206199637886126,25.2050068015129,0.530201919304279,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_123000.WAV","G1",2023-07-29 12:30:00,"12:30:00"
"77","20230729_124000.WAV",0.536833969256315,25.2588537710226,-0.305727706506784,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_124000.WAV","G1",2023-07-29 12:40:00,"12:40:00"
"78","20230729_125000.WAV",0.432172374639107,25.7250650552771,0.564788945812521,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_125000.WAV","G1",2023-07-29 12:50:00,"12:50:00"
"79","20230729_130000.WAV",0.417078345817365,25.2140585936009,0.368712725743969,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_130000.WAV","G1",2023-07-29 13:00:00,"13:00:00"
"80","20230729_131000.WAV",0.306381902801486,25.2722113021486,0.365504863445603,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_131000.WAV","G1",2023-07-29 13:10:00,"13:10:00"
"81","20230729_132000.WAV",0.228612554491542,25.318632162554,0.520415022556346,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_132000.WAV","G1",2023-07-29 13:20:00,"13:20:00"
"82","20230729_133000.WAV",0.441085923392034,25.2871217039773,-0.0820396934944214,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_133000.WAV","G1",2023-07-29 13:30:00,"13:30:00"
"83","20230729_134000.WAV",0.495383081525445,25.2405727663797,-0.0954218835278946,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_134000.WAV","G1",2023-07-29 13:40:00,"13:40:00"
"84","20230729_135000.WAV",0.268474265922081,25.5457879650242,-0.213550847654215,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_135000.WAV","G1",2023-07-29 13:50:00,"13:50:00"
"85","20230729_140000.WAV",0.237020699900755,25.6015572587479,0.548114660978671,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_140000.WAV","G1",2023-07-29 14:00:00,"14:00:00"
"86","20230729_141000.WAV",0.411210234070328,25.8185117430372,-0.323168359829279,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_141000.WAV","G1",2023-07-29 14:10:00,"14:10:00"
"87","20230729_142000.WAV",0.233312906071792,25.2741108089158,0.618677505099032,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_142000.WAV","G1",2023-07-29 14:20:00,"14:20:00"
"88","20230729_143000.WAV",0.335155732701409,26.6911429344782,0.63105328312318,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_143000.WAV","G1",2023-07-29 14:30:00,"14:30:00"
"89","20230729_144000.WAV",0.350137079369963,27.3201497810402,0.582527535939168,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_144000.WAV","G1",2023-07-29 14:40:00,"14:40:00"
"90","20230729_145000.WAV",0.300249199803237,27.5062689217549,0.527801386053006,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_145000.WAV","G1",2023-07-29 14:50:00,"14:50:00"
"91","20230729_150000.WAV",0.345999720331741,27.4919167999957,0.516052165535277,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_150000.WAV","G1",2023-07-29 15:00:00,"15:00:00"
"92","20230729_151000.WAV",0.231099564293757,25.705734379097,0.27870366777939,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_151000.WAV","G1",2023-07-29 15:10:00,"15:10:00"
"93","20230729_152000.WAV",0.221066460875003,25.4439171377802,0.248466128571783,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_152000.WAV","G1",2023-07-29 15:20:00,"15:20:00"
"94","20230729_153000.WAV",0.216368967189177,25.2319275733767,0.319935814051402,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_153000.WAV","G1",2023-07-29 15:30:00,"15:30:00"
"95","20230729_154000.WAV",0.338066134652585,25.2268618405383,-0.123683887872087,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_154000.WAV","G1",2023-07-29 15:40:00,"15:40:00"
"96","20230729_155000.WAV",0.410418636922516,25.0356903240281,0.412822106259972,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_155000.WAV","G1",2023-07-29 15:50:00,"15:50:00"
"97","20230729_160000.WAV",0.283220305913838,25.295760157203,0.341634870301512,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_160000.WAV","G1",2023-07-29 16:00:00,"16:00:00"
"98","20230729_161000.WAV",0.752213861313955,25.1390003136909,-0.0840659108981843,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_161000.WAV","G1",2023-07-29 16:10:00,"16:10:00"
"99","20230729_162000.WAV",0.392993932945664,25.2717864993674,-0.356932769235516,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_162000.WAV","G1",2023-07-29 16:20:00,"16:20:00"
"100","20230729_163000.WAV",0.269966012992265,25.3065648923326,0.258998672122278,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_163000.WAV","G1",2023-07-29 16:30:00,"16:30:00"
"101","20230729_164000.WAV",0.198274568764339,25.3085344408241,0.298358889287592,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_164000.WAV","G1",2023-07-29 16:40:00,"16:40:00"
"102","20230729_165000.WAV",0.306837465649677,25.3772218633159,-0.167743705942079,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_165000.WAV","G1",2023-07-29 16:50:00,"16:50:00"
"103","20230729_170000.WAV",0.704625591531213,25.1570202493619,0.449120417850079,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_170000.WAV","G1",2023-07-29 17:00:00,"17:00:00"
"104","20230729_171000.WAV",0.500860441483837,25.4079966853897,-0.557514576099096,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_171000.WAV","G1",2023-07-29 17:10:00,"17:10:00"
"105","20230729_172000.WAV",0.448740470193814,25.2760629139452,-0.00760948990477315,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_172000.WAV","G1",2023-07-29 17:20:00,"17:20:00"
"106","20230729_173000.WAV",0.372552853901697,25.1892126642799,0.14044087539047,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_173000.WAV","G1",2023-07-29 17:30:00,"17:30:00"
"107","20230729_174000.WAV",0.768595410083424,25.2053736733982,-0.458940978230721,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_174000.WAV","G1",2023-07-29 17:40:00,"17:40:00"
"108","20230729_175000.WAV",0.680588216020968,25.187653235459,-0.395019941787384,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_175000.WAV","G1",2023-07-29 17:50:00,"17:50:00"
"109","20230729_180000.WAV",0.295375721330428,25.4172178075702,0.257738480821253,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_180000.WAV","G1",2023-07-29 18:00:00,"18:00:00"
"110","20230729_181000.WAV",0.263319541869054,25.2702538976951,0.246925066536003,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_181000.WAV","G1",2023-07-29 18:10:00,"18:10:00"
"111","20230729_182000.WAV",0.353721481943754,25.2284451805462,0.0195087085690789,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_182000.WAV","G1",2023-07-29 18:20:00,"18:20:00"
"112","20230729_183000.WAV",0.241352299526469,25.3183809404128,0.324271224709077,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_183000.WAV","G1",2023-07-29 18:30:00,"18:30:00"
"113","20230729_184000.WAV",0.743855701678373,25.7725942993857,0.642743322782345,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_184000.WAV","G1",2023-07-29 18:40:00,"18:40:00"
"114","20230729_185000.WAV",0.296766083667865,27.084206412186,0.591447546967617,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_185000.WAV","G1",2023-07-29 18:50:00,"18:50:00"
"115","20230729_190000.WAV",0.289948867738626,25.8427106383777,0.718568532118559,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_190000.WAV","G1",2023-07-29 19:00:00,"19:00:00"
"116","20230729_191000.WAV",0.320763317891407,25.981971789281,0.760318706995186,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_191000.WAV","G1",2023-07-29 19:10:00,"19:10:00"
"117","20230729_192000.WAV",0.326320756173203,25.7029572980818,0.782035128361679,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_192000.WAV","G1",2023-07-29 19:20:00,"19:20:00"
"118","20230729_193000.WAV",0.425505033728525,27.4701970841805,0.749398999573709,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_193000.WAV","G1",2023-07-29 19:30:00,"19:30:00"
"119","20230729_194000.WAV",0.374273051702505,27.9434215594347,0.519790641853606,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_194000.WAV","G1",2023-07-29 19:40:00,"19:40:00"
"120","20230729_195000.WAV",0.278244091815143,25.5313331002134,0.736044665049243,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_195000.WAV","G1",2023-07-29 19:50:00,"19:50:00"
"121","20230729_200000.WAV",0.324976859142985,26.370577414281,0.741373018928642,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_200000.WAV","G1",2023-07-29 20:00:00,"20:00:00"
"122","20230729_201000.WAV",0.296887298870612,25.7609681101784,0.754979093147326,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_201000.WAV","G1",2023-07-29 20:10:00,"20:10:00"
"123","20230729_202000.WAV",0.310574072299528,26.0379390853123,0.756208432742285,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_202000.WAV","G1",2023-07-29 20:20:00,"20:20:00"
"124","20230729_203000.WAV",0.367480405192084,27.3584200597959,0.721870045726761,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_203000.WAV","G1",2023-07-29 20:30:00,"20:30:00"
"125","20230729_204000.WAV",0.445481190467538,28.3345207353804,0.617387023173024,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_204000.WAV","G1",2023-07-29 20:40:00,"20:40:00"
"126","20230729_205000.WAV",0.265584218689466,26.9041115568465,0.563008495851438,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_205000.WAV","G1",2023-07-29 20:50:00,"20:50:00"
"127","20230729_210000.WAV",0.382375295556108,27.801872545831,0.362599423972835,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_210000.WAV","G1",2023-07-29 21:00:00,"21:00:00"
"128","20230729_211000.WAV",0.34721340586777,27.5325210954112,-0.0132771868012018,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_211000.WAV","G1",2023-07-29 21:10:00,"21:10:00"
"129","20230729_212000.WAV",0.524240289393791,27.8739539349377,-0.695214248042215,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_212000.WAV","G1",2023-07-29 21:20:00,"21:20:00"
"130","20230729_213000.WAV",0.254320977259346,27.2295552147396,0.189457649180432,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_213000.WAV","G1",2023-07-29 21:30:00,"21:30:00"
"131","20230729_214000.WAV",0.258778660273967,27.143398124761,-0.062704779796324,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_214000.WAV","G1",2023-07-29 21:40:00,"21:40:00"
"132","20230729_215000.WAV",0.281205138200209,27.0984217214043,0.521109771435024,"D:/AudioMoth_data/Week_starting_230731/G1/20230729/20230729_215000.WAV","G1",2023-07-29 21:50:00,"21:50:00"
